- bodumedi	religious
lebokosopampiritlhopho / lebokosobaloto	ballot box
lebokosoposo	post box
lebokosothusopotlako	first-aid kit
lebolai	canine tooth
lebolai	eye tooth
lebolai	fang
lebolelamading / mogare-tlhaelotshouto ya motho / HIV AND AIDS	HIV and Aids
lebolelamading HIV / mogare -tlhaelotshouto ya motho / HIV	HIV / human immunodeficiency virus / Aids virus
lebone la sepiriti / tlhogwana ya sepiriti	spirit burner
lebopo	beach
lebota	wall
lebotakganalo	weir
lebotalesikare	spine wall
lebote / letsadi	bruise / contusion
lebotlolokotlo	feeding bottle
lebusa / tswenatsweno	discharge
lebusa / tswenatsweno	vaginal discharge
ledi	currency
ledikologa	revolving door
ledimo / dithole / dithungthung	dust storm
ledimosekaka	sandstorm
ledintle / leditšhaba	foreign exchange
leduelelatholotiro / letsenotuelelotholotiro	retirement funding income / RFI / pensionable income / pensionable salary
lee	egg
lee	ovum
lee la sebokosei	silkworm egg
lee le le umisitsweng	fertilised egg cell
leeba	turtle dove
leeba / lephoi	dove
leeba / lephoi	pigeon
leelefatsa	lengthen
leelefatsa / oketsa	extend
leenyana	ovule
leereki / erekisi	sweet pea
leetlhokakgapetla	naked egg
leeto	journey
leeto	trip
leeto la mmino	musical journey
lefapha	department
lefapha	ministry
lefapha	portfolio
lefapha la mmuso / lefapha la puso	government department
lefaphaposo / ntloposo / poso	post office
lefatshe	earth
lefatshe	globe / world
lefatshe	land
lefatshe le le bongola / mmu o o sodi / mmu o o bongola	damp ground
lefatshetlhabologileng	developed world
lefaufau	atmosphere
lefaufau	outer space
lefaufaugodimo	upper atmosphere
lefela	nought / zero / naught / null
lefela	nought / zero / null / naught
lefele	cockroach
lefelo	venue
lefelo la dithabathaba	mountainous area
lefelo la matlhotlhapelo	disaster area
lefelo la setšhaba	public place
lefelo le le laolwang	controlled area
lefelobosenyetso / lefelotshenyo	crime scene
lefelokgotla la kgabaganyo / lefelokgotla la pusophetogo	transitional council area
lefelokwadiso	registration venue
lefelommino	music scene
lefelopontsho	display window / display area
lefelotiro	workplace
lefelotlamelo-boitekanelo / lefelotlamelopholo	health facility
lefetlhaenjene / flaewili	flywheel
lefetlho	propeller
lefifi	dark
lefofaleta	contour feather
lefofaleta	plumule
lefofatlase / lefofaleta	down
lefokopalo	number word
lefulo	foam
legaba / kgagampa	abdominal cavity
legabo / kwari	quarry
legae	home
legaekhutsana	orphanage
legakwa	crystal
legapa	exoskeleton
legare	blade
legare	razor
legare	razor blade
legodu	thief
legogo	crust
legogo la mmu	earth’s crust
legong / kota	timber
legora	fence
legotlo / peba	mouse
legotlo / peba	rat
legotlo la ditekeletso	guinea pig
legwafa	armpit
lehihiri	cartilage
lehubaasebesetose	asbestosis
lehuto	knot
lehututu	hoopoe
leinakgwebo	trade name / brand name
leinapalo	number name
leinatlaopo	nickname
leino	tooth
leinotlhagare	molar
leinotlhagarepele	premolar
leinotšhesele	chisel-shaped tooth
leiso / bogotsetso	hearth
leithekese	latex
leitlho	eye
leitlhwana	beady eye
leitlobolo / petsa	smear
leka	examine
leka / raela	tempt
leka / tlhatlhoba	test
lekakaba / lekwapa	scale
lekala la boswa	heritage sector
lekala la kalafitsenelelo / yuniti ya kalafotsenelelo	intensive care unit / critical care unit
lekala la poraefete	private sector
lekalatsamaisoditlhopho	election administration division
lekalekana	even
lekalekanang	symmetrical
lekalekanya	level
lekana	equal
lekana le	equal
lekana le	equal to
lekane	enough
lekanya	balance
lekanya	measure
lekanya / bega / kala	weigh
lekanya / tekanyo	measuring
lekanyegang	measurable
lekanyetsa	approximate
lekanyetsa	budget
lekanyetsa	estimate
lekanyetsa	measure
lekeletsa	test
lekeletsa / lekelela	experiment
lekeletsa / lepeletsa	suspend
lekganarite / thinkga	murky
lekgethisobahumiphetelela / lekgethotlotlo	wealth tax / net worth tax / equity tax / capital tax
lekgetho	direct tax
lekgetho	duty
lekgetho	tax
lekgethogolo	payroll tax
lekgethokoketsegotlole	capital gains tax
lekgethonakwana	provisional tax
lekgethotekano	proportional tax / flat-rate tax
lekgethothomelontle	export tax
lekgethothomeloteng	import tax
lekgethotikologo / lekgethotlamo	environmental tax
lekgethotirelothoto	excise
lekgethotlhokatlhamalalo	indirect tax
lekgethotseno	income tax
lekgethotshenyegelo	expenditure tax
lekgethwana / tefiso	levy
lekgetlotshameko	cap
lekgoba	addict
lekgoba / lelata	slave
lekgoba la diritibatsi / motshwakgogi wa diritibatsi	drug addict
lekgotla / khansele	council
lekgotla kgaolo / khanselekgaolo	district council
lekgotla la badirisi / khansele ya badirisi	consumer council
lekgotlakgokagano	coordinating council
lekgotlakhuduthamaga	executive council
lekgotlana la ditlhopho	election tribunal
lekgotlatoropokgolo	metropolitan council
lekgotlhana la setlhopha / komiti ya setlhopha	club committee
lekgwekgwe / motshwêêtshwêê	dermatitis
lekhubu	frequency
lekhubu	tide
lekhubu	wave
lekhubu la radio	waveband
lekhubutona	breaker
lekhujwana	ripple
lekidi	germinating tray
lekidi	seed bed
lekoko la bontsi	majority party
lekoko la sepolotiki	political party
lekokokganetso	opposition party
lekokokganetso la semmuso	official opposition
lekokokwadisitsweng	registered party
lekokopotlana	minority party
lekokosepoletiki / lekokosepoletiki	political party
lekola	evaluate
lekote / lekwete	sod
lekukunya	bud
lekukunya	plumule
lekwalo ikemisetso la lekoko / manifesto wa lekoko	party manifesto / party manifest
lekwalobonno la leruri	permanent residence permit
lekwalotopo / phethišene	petition
lekwaretlelane	loquat
lekwati	bark
lekwati	sapwood
lela	crow
lela / bopa	croak
lela / tšhupu	tube
lelapa	household
lelatlha	coal
lelatshoma / tšhupu ya rabara	rubber tube
leledu	beard
leleke	cantilever
lelengwana / taolakelelo	flap gate
leloba la perekisi	peach blossom
leloba le le dulafaditsweng / tšheše e e dulafaditsweng	pollinated blossom
lelobametsing / llili	water lily
lelobantle	ray floret
lelobatonanyana	male flower
lelobatsheko	disc floret / disk floret
lelobatshingwana / sethunyatshingwana / tšhešetshingwana	garden flower
lelomotshadi / lelobatshadi / sethunyatshadi	female flower
lema	cultivate
lema	plough
lemepe	honeycomb
lemoga	recognise
lemorago / maitshetlego	background
lenaane	table
lenaane la batlhophi	common voters’ roll / voters’ roll
lenaane la batlhophi	voters’ roll
lenaane la batlhophi	voters’ roll / electoral list / voters’ list
lenaane la batlhophi la bosetšhaba	national voters’ list / national voters’ roll
lenaane la lekoko	party list
lenaane la tekatekanyoditšhono	equal opportunity programme
lenaane le le butsweng	open list
lenaane le le sa fetswang	undepleted list
lenaanekgaogano	division list
lenaanekgwebo	business plan
lenaanekhomphiutara	menu
lenaanenetefatso	checklist
lenaanenetefatso / lenaanetlhomamiso	counting checklist
lenaanenjo / thulaganyonjo	diet
lenaanethuso la letsatsi la go tlhopha	voting day help list
lenaanethusotsholo	campaign helplist
lenaanethuto la batlhophi	voter education programme
lenaanetiriswa	application
lenaanetlhabololo la baagi	Population Development Programme
lenaanetlhophi / lenaane la batlhophi	communal roll / communal voters’ roll
lenaanetlhopho	menu
lenaanetlhopho la botlhe	common voters’ roll
lenaanetlotlo	financial plan
lenaanetswalelwa / lenaanetekanyetswa	closed list / proportional list
lenaka	hand
lenaka la metsotso / lenaka le leleele	long hand / minute hand
lenakaphetisi / anthena	antenna
lenakaura / lenaka la diura	short hand / hour hand
lenala le le borethe	blunt nail
lenane la melemo	formulary
lenanekatiso	table
lenanemmino	repertoire
lenaneo	programme
lenaneo	table
lenaneo / thulaganyo	schedule
lenaneo la jese	jazz programme
lenaneo la metlae	sitcom
lenaneo la moretelediane / lenaneo la modikwadikwane	dance program
lenaneothuto	learning programme
lenaneotlhagiso	chain of production
lenaneotsamaiso	order paper
lenaneotsamaiso la ditlhopho	election timetable
lenanerekoto	discography
lenanethuto la jese	jazz tuition programme
lenanetsweletso la jese	jazz development programme
lenanetsweletsommino / lenanetshimololommino	music development programme
lenathi	front tooth
lenathi	incisor
lenathwana	piece
lenathwanatogwa	tissue extract
lenga	fissure
lengapo	abrasion
lengapo	excoriation
lengapo / phanyegoletlalo	broken skin
lengapo / tshegego / lesego / lengapo	cut
lengau	tiger
lenong	vulture
lenono	petiole
lenono	stalk
lenono la modula	stamen
lense ya khemera / lense ya setsayaditshwantsho	camera lens
lentle	mantle
lentswe / letlapa / lefika	rock
lentswe la faleseto / lefalaseto	falsetto voice
lentswetshadi	female vocal
lenya	ore
lenyalo	marriage
lenyalo la setso	traditional wedding
lenyatshipi / borale	magnetite
lenyatso	disobedient
leoma / legammana	virgin
leoto	leg
leoto la bobedi	second leg
leoto la makgaolakgang	final leg
leoto la ntlha	first leg
leoto le le mesifa	muscular foot
leotwana	wheel
leotwanagogi	drive pulley
leotwanakgogisi / katerole	pulley
leotwanametara	metre-wheel / trundle-wheel
leotwanametsing	water wheel
leotwanammala	colour wheel
leotwanatlhofo	pulley
leparego	constraint
lepatata	hornpipe
lepele / sefatla	face
lepelela	droop
lephai / lebatiphai	swing door
lephata la tekolo la IEC	Commission logo / IEC monitoring directorate
lephata tlhomameng	formal sector
lephatadirelo	industrial sector
lephataikonomikgolo	macroeconomics
lephatakgwebonnye	microeconomics
lephatapuso	government sector
lephatatlhokatlhomamo	informal sector
lephatatlotlo	financial sector
lephatatsamaisoditlhopho	election administration directorate
lephatatšhaba / lephatapuso	public sector
lephutshe	pumpkin
lepodisi	policeman
lepodisi la mosadi	policewoman
lepogo	cheetah
lepolanka	plank
lerabele	rebel
leradu	cow
leraga	muddy water
leraga / taka	mortar
leragakalaka / takakalaka	lime mortar
leragasamente / takasamente	cement mortar
leralelo / tsalo	birth / labour
lerallo / leralelo	labour / labor
lerang	beam
lerang la go sekena / ponesa ya go sekena	scanner beam
lerapagatla	tail beam / tail joist
lerapagoka / bimigoka	tie beam
lerapalalotswako / bimitswako	flitched beam
lerapaleele / bimileele	girder
lerapatlhamalatsi	soldier / soldier beam
lerapatshipi	needle
lerapohuba	sternum / breastbone
lerei	denominator / divisor
lerete	testicle / testis
leriba	pier
leriba / bala / boloto	embankment
leribatlapa / lositlapa	riprap
leribelantle	outrigger
lerobakhemo	respiratory opening
lerobanko	nostril
leroborobo	pestilence
leroborobo	plague
lerolemašwi	milk powder
leroo	paw
leroo le le boleta	cushioned paw
lerophi	herpes
lerophimapele / lerophimatlase / sesomapele / sesomatlase	genital herpes / herpes genitalis
lerothodi	drop
lerothodi la pula	rain drop
lerothodimetsi / thothi	water drop
lerotobolo	sand dune
lerotoga	bay window
lerotogagodimo	oriel window
leru	cloud
leruarua	whale
lerubisipopommopa	pottery owl
lerumo / mogagamola / mogarola	long-range shot
lerumo le le boitshepo	sacred spear
lerumotshameko / javeline	javelin
leruri	permanent
lerwala	bearing wall
lerwalelatheong	shear wall
lesaka	kraal
lesakana	pen
lesea	baby / infant
lesea le le anyiswang lebele / lesea le le anyiswang letsele / lesea le le amusiwang letsele	breast-fed baby
lesedi / botsatsa	light
lesedi le le lotobo / lesedinyana	dim light
lesela	textile
lesela / khai	cloth
lesela / letsela / khai	cotton cloth
lesela / letsela / khai	fabric
lesela la maitirelo	synthetic fabric
lesela la silika / lesela la sei	silk
lesela la silika / sei	silk
leselamaitirelo	man-made fabric
lesitlwane	thistle
leso / leswana	spoon
lesobana / phatlhana / lerobana	slot
lesokolela	acid indigestion
lesokolela	heartburn
lesole la mmele	antibody
lesome	ten
lesusa / phenšenepuso	government pension
leswana	teaspoon
leswe	impure particle
leswe la kalafi / dilatlhwa tsa kalafi	medical waste
leswe la tlholego / matlakala a tlholego	natural rubbish
leswefatso / kgotlelego	contamination
letadi / letshoroma / malaria	malaria
letaese	die / dice
letagwa	alcoholic
letamo	dam
letamo / mogobe / lekadiba	pool
letamo la nosetso	irrigation dam
letamo la semente	cement dam
letangwana / mogobe / mogojwana	pond
letangwanathumelo	swimming pool
lethayaseobo	springer / skewback
lethetho	linear
letla / dumela	consent
letlalo	covering
letlalo	hide
letlalo	leather
letlalo	pelt
letlalo	skin
letlalo la peo	seed-coat
letlalo la phologolo	animal skin
letlapa le le magwata	coarse stone
letlapagolo	plum stone
letlapakalaka / lenyaphiri	limestone
letlapana / legakwa	pebble
letlapana la ayodine	iodine crystal
letlapanaphilo	kidney stone
letlapapapetla	flagstone
letlapasantlhoko / letlapasantlhoko / letlapagaumakwe	gallstone
letlapaseobo	voussoir
letlapi	husk
letlapi	peel
letlapi la tapole	potato peel
letlase	bottom
letlase / botlase	bottom
letlha	date
letlha la ditlhopho	election date
letlhabaphefo la tshoganyetso	egress window
letlhabaphefogodimo / tleleresetori	clerestory
letlhabapheforiba	awning window
letlhabaphefothulelong	dormer
letlhabaphefothulelong / tleleresetorithulelong	clerestory roof
letlhafula / gwetla	autumn
letlhaka	cane
letlhakanagalase	glass straw
letlhakasukiri / ngoba / ntšhwe	sugar cane
letlhakhutlo / letlhaphelelo	expiry date
letlhako / sika lootlhako	hooved animal
letlhakore	face
letlhakore	leg
letlhakore	side
letlhapoeletsoteko	retest date
letlhare	leaf
letlhare	leaf blade
letlhare khoukha	coca leaf
letlhareino	dentate leaf
letlharekome	dead leaf
letlharemotsu	pointed leaf
letlharephuthedi	wrapping leaf
letlhareseino	tooth-like leaf
letlharethunya	bract
letlhasedi / lerang	ray
letlhatholotiro	retirement date / date of retirement
letlhatlhopho	election day / voting day
letlhatshana	leaflet
letlhatuelo	payment due date / due date
letlhatuelo / letlhaputso	maturity / maturity date
letlhogela	axis
letlhogela	branch vein
letlhogela	seedling
letlhokwatlhare / kututlhare	leaf stalk
letlhole	blood clot
letlhomeso	framework
letlhomeso	skeleton
letlhomeso la tshipi	steelwork
letlhoo / kilo	hatred
letlhotlho	mace
letlhotlholo / lewa	skeleton
letlhotlholo / matlhamaganyane a marapo	skeletal system
letlole / madi	capital
letlolekgolo	growth fund
letlolekungwelwaradilweng	defined benefit fund / defined benefit pension plan
letlolemmarakamadi	money market fund / money market mutual fund / MMF
letlolenetefaletso	guarantee fund / investor protection fund
letlolentleboditšhaba	offshore fund
letloleokamedi / letlolekokamo	umbrella fund
letlolepabalelo	provident fund
letlolepeeletso	investment fund
letlolepeeletsomorokotsogolo	hedge fund
letloletaolwa	managed fund
letlolethekisokananyo	exchange-traded fund
letloletholotiro / letlolephenšene	pension fund
letloletlhakanelo / letlolekopanelo	mutual fund
letloletlhakanelo / letlolekopanelo	pooled fund
letloletrasete	trust fund
letloletshoganyetso / madidisalebelelwang	contingency allowance
letlotla	salvage
letlotle la mojaboswa / letlotle la moungwelwa / letlotle la mojalefa / letlotle la moamogeladitshiamelo	beneficiary fund
letlotlo	account
letlotlo	deposit
letlotlo	fortune
letlotlo la setso	cultural asset
letlotlokgopotsopaka	time capsule
letobo	translucent
letogo / tironakwana	part-time work
letonkomane	peanut
letsa	slap
letsapa	fatigue
letsapagotlhe	heat exhaustion
letsapalegolo	burnout
letsatsa / mosima	burrow
letsatsi	day
letsatsi	sun
letsatsi la ditlhagiso	nomination day
letsatsi la letsatsi	sunlight
letsatsi le le mouwane	misty day
letsatsiboikhutso la bosetšhaba	public holiday
letsatsiitshepo	holy day
letsatsitsalo	birthday
letsatsitsalo la dingwagamasomepedinngwe	twenty-first birthday
letseme / letshotlho	green mealie
letseno	income
letseno	net income / NI
letseno	revenue
letseno boditšhaba	foreign income
letseno-ka-motho	per capita income
letsenokhiro	rental income
letsenolapakgweding / letsenokgwedi la lapa	monthly household income
letsenolapeng	household income
letsenommaraka	market income
letsenotshotsweng / morokotsotsadiso	retained income / retained earnings
letsenotuelo / letsenotefiso	fee-income
letseta	cotton
letseta	cotton wool
letsetse	flea
letsha	lake
letshegapati	buck
letshegetsi	skewback / springer
letshegopota	buttress
letshegopota	counterfort / buttress
letshetledi	padstone
letshogo	terror
letshogolegolo	trauma
letsholo	expedition
letsholo / letsholotlhopho	campaign / election campaign
letsholoipapatso	campaign
letsholokgweeletso	roadshow
letsholokwadiso la batlhophi	voter registration campaign
letsholokwadiso la batlhophi	voter registration drive
letshololo	diarrhoea
letshololo / letšhwega	diarrhoea / diarrhea
letshololo / matšhwega	runny tummy
letshololotshwetso / letshololophetela	infective diarrhoea
letsholopatlodintlha	fact-finding mission
letsholotemoso	awareness campaign
letsholothuto la batlhophi	voter education campaign
letshoroma / moteteselo	fever / pyrexia
letshoromaphetelela	prolonged fever
letshoromatshetlha	yellow fever
letshoromo la mala / letshoromo	typhoid fever / typhoid
letshwago / phago	hollow tree trunk
letshwao	label
letshwao	mark
letshwao	sign
letshwao / sekao	symbol
letshwao / tshupo	indication
letshwao la IEC	Independent Electoral Commission logo / IEC logo
letshwao la enke e e sa phimogeng	indelible ink mark
letshwao la khubu	centre mark / centre spot
letshwao la penele	penalty spot penalty mark
letshwao la penele / moloreng	penalty mark / penalty spot
letshwao la phesente	percent sign
letshwao la rekhoto	record label / recording label
letshwao la tlhakanya	plus sign / plus
letshwao modisekwere	square root sign
letshwaobaakhoutu	bar-coded label
letshwaobolwetse / tshupobolwetse	sign / clinical sign
